Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00    1200/1202        std::vector<RouteRequest, std::allocator<RouteRequest> >::size() const [141]
-----------------------------------------------
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::_M_create_storage(unsigned long) [152]
[148]    0.0    0.00    0.00    1200         std::_Vector_base<Point, std::allocator<Point> >::_M_allocate(unsigned long) [148]
                0.00    0.00    1200/1200        std::__new_allocator<Point>::allocate(unsigned long, void const*) [157]
-----------------------------------------------
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::_Vector_base(unsigned long, std::allocator<Point> const&) [154]
[149]    0.0    0.00    0.00    1200         std::_Vector_base<Point, std::allocator<Point> >::_Vector_impl::_Vector_impl(std::allocator<Point> const&) [149]
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::_Vector_impl_data::_Vector_impl_data() [153]
-----------------------------------------------
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::~_Vector_base() [155]
[150]    0.0    0.00    0.00    1200         std::_Vector_base<Point, std::allocator<Point> >::_Vector_impl::~_Vector_impl() [150]
-----------------------------------------------
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::~_Vector_base() [155]
[151]    0.0    0.00    0.00    1200         std::_Vector_base<Point, std::allocator<Point> >::_M_deallocate(Point*, unsigned long) [151]
                0.00    0.00    1200/1200        std::__new_allocator<Point>::deallocate(Point*, unsigned long) [156]
-----------------------------------------------
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::_Vector_base(unsigned long, std::allocator<Point> const&) [154]
[152]    0.0    0.00    0.00    1200         std::_Vector_base<Point, std::allocator<Point> >::_M_create_storage(unsigned long) [152]
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::_M_allocate(unsigned long) [148]
-----------------------------------------------
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::_Vector_impl::_Vector_impl(std::allocator<Point> const&) [149]
[153]    0.0    0.00    0.00    1200         std::_Vector_base<Point, std::allocator<Point> >::_Vector_impl_data::_Vector_impl_data() [153]
-----------------------------------------------
                0.00    0.00    1200/1200        std::vector<Point, std::allocator<Point> >::vector(unsigned long, std::allocator<Point> const&) [12]
[154]    0.0    0.00    0.00    1200         std::_Vector_base<Point, std::allocator<Point> >::_Vector_base(unsigned long, std::allocator<Point> const&) [154]
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::_Vector_impl::_Vector_impl(std::allocator<Point> const&) [149]
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::_M_create_storage(unsigned long) [152]
-----------------------------------------------
                0.00    0.00    1200/1200        std::vector<Point, std::allocator<Point> >::~vector() [10]
[155]    0.0    0.00    0.00    1200         std::_Vector_base<Point, std::allocator<Point> >::~_Vector_base() [155]
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::_M_deallocate(Point*, unsigned long) [151]
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::_Vector_impl::~_Vector_impl() [150]
-----------------------------------------------
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::_M_deallocate(Point*, unsigned long) [151]
[156]    0.0    0.00    0.00    1200         std::__new_allocator<Point>::deallocate(Point*, unsigned long) [156]
-----------------------------------------------
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::_M_allocate(unsigned long) [148]
[157]    0.0    0.00    0.00    1200         std::__new_allocator<Point>::allocate(unsigned long, void const*) [157]
-----------------------------------------------
                0.00    0.00    1200/1200        std::vector<RouteRequest, std::allocator<RouteRequest> >::push_back(RouteRequest&&) [161]
[158]    0.0    0.00    0.00    1200         RouteRequest& std::vector<RouteRequest, std::allocator<RouteRequest> >::emplace_back<RouteRequest>(RouteRequest&&) [158]
                0.00    0.00    1200/1200        _ZSt12construct_atI12RouteRequestJS0_EQaant20is_unbounded_array_vIT_ErqXgsnwcvPvLi0E_S1_pispcl7declvalIT0_EEEEEPS1_S4_DpOS3_ [163]
                0.00    0.00    1200/1200        std::vector<RouteRequest, std::allocator<RouteRequest> >::back() [160]
-----------------------------------------------
                0.00    0.00    1200/1200        std::vector<RouteRequest, std::allocator<RouteRequest> >::back() [160]
[159]    0.0    0.00    0.00    1200         std::vector<RouteRequest, std::allocator<RouteRequest> >::end() [159]
-----------------------------------------------
                0.00    0.00    1200/1200        RouteRequest& std::vector<RouteRequest, std::allocator<RouteRequest> >::emplace_back<RouteRequest>(RouteRequest&&) [158]
[160]    0.0    0.00    0.00    1200         std::vector<RouteRequest, std::allocator<RouteRequest> >::back() [160]
                0.00    0.00    1200/1200        std::vector<RouteRequest, std::allocator<RouteRequest> >::empty() const [146]
                0.00    0.00    1200/1200        std::vector<RouteRequest, std::allocator<RouteRequest> >::end() [159]
-----------------------------------------------
                0.00    0.00    1200/1200        generate_requests(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, int) [62]
[161]    0.0    0.00    0.00    1200         std::vector<RouteRequest, std::allocator<RouteRequest> >::push_back(RouteRequest&&) [161]
                0.00    0.00    1200/1200        RouteRequest& std::vector<RouteRequest, std::allocator<RouteRequest> >::emplace_back<RouteRequest>(RouteRequest&&) [158]
-----------------------------------------------
                0.00    0.00    1200/1200        Point* std::__uninitialized_default_n_1<true>::__uninit_default_n<Point*, unsigned long>(Point*, unsigned long) [13]
[162]    0.0    0.00    0.00    1200         void std::_Construct<Point>(Point*) [162]
                0.00    0.00    1200/70261       operator new(unsigned long, void*) [107]
-----------------------------------------------
                0.00    0.00    1200/1200        RouteRequest& std::vector<RouteRequest, std::allocator<RouteRequest> >::emplace_back<RouteRequest>(RouteRequest&&) [158]
[163]    0.0    0.00    0.00    1200         _ZSt12construct_atI12RouteRequestJS0_EQaant20is_unbounded_array_vIT_ErqXgsnwcvPvLi0E_S1_pispcl7declvalIT0_EEEEEPS1_S4_DpOS3_ [163]
                0.00    0.00    1200/70261       operator new(unsigned long, void*) [107]
-----------------------------------------------
                0.00    0.00    1200/1200        std::vector<Point, std::allocator<Point> >::~vector() [10]
[164]    0.0    0.00    0.00    1200         void std::_Destroy<Point*>(Point*, Point*) [164]
-----------------------------------------------
                0.00    0.00    1200/1200        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [40]
[165]    0.0    0.00    0.00    1200         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)::_Guard::_Guard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [165]
-----------------------------------------------
                0.00    0.00    1200/1200        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [40]
[166]    0.0    0.00    0.00    1200         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)::_Guard::~_Guard() [166]
-----------------------------------------------
                0.00    0.00     624/624         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [168]
[167]    0.0    0.00    0.00     624         std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [167]
-----------------------------------------------
                0.00    0.00     624/624         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [222]
[168]    0.0    0.00    0.00     624         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [168]
                0.00    0.00     624/624         std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [167]
-----------------------------------------------
                0.00    0.00     623/623         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [170]
[169]    0.0    0.00    0.00     623         std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [169]
-----------------------------------------------
                0.00    0.00     623/623         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [222]
[170]    0.0    0.00    0.00     623         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [170]
                0.00    0.00     623/623         std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [169]
-----------------------------------------------
                0.00    0.00     260/260         __gnu_cxx::__ops::_Iter_equals_val<char const> __gnu_cxx::__ops::__iter_equals_val<char const>(char const&) [172]
[171]    0.0    0.00    0.00     260         __gnu_cxx::__ops::_Iter_equals_val<char const>::_Iter_equals_val(char const&) [171]
-----------------------------------------------
                0.00    0.00     260/260         std::iterator_traits<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::difference_type std::count<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, char>(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, char const&) [174]
[172]    0.0    0.00    0.00     260         __gnu_cxx::__ops::_Iter_equals_val<char const> __gnu_cxx::__ops::__iter_equals_val<char const>(char const&) [172]
                0.00    0.00     260/260         __gnu_cxx::__ops::_Iter_equals_val<char const>::_Iter_equals_val(char const&) [171]
-----------------------------------------------
                0.00    0.00     260/260         std::iterator_traits<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::difference_type std::count<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, char>(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, char const&) [174]
